StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,4,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
2023-12-25 11:31:44,2023-12-25 11:33:48,IP Address,105.112.29.205,100,124,True,2023-12-25 11:33:49,R_5c6DTJED57jomqu,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",45-54,Male,Bachelor's Degree,Employed Full-Time,Weekly,A great deal,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Strongly agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree
2023-12-25 11:45:15,2023-12-25 12:09:25,IP Address,105.112.29.205,100,1449,True,2023-12-25 12:09:25,R_302WpknJriwMzem,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 12:12:11,2023-12-25 12:13:44,IP Address,105.112.29.205,100,93,True,2023-12-25 12:13:45,R_23PF5Gav6TrjoAN,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-12-25 12:19:00,2023-12-25 12:23:54,IP Address,105.112.220.31,100,293,True,2023-12-25 12:23:54,R_8oAIasIKkivGgoh,,,,,6.2132,7.067,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Master's Degree,Employed Part-Time,Weekly,A moderate amount,Somewhat adequate,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-25 13:16:35,2023-12-25 13:17:54,IP Address,105.112.29.205,100,78,True,2023-12-25 13:17:54,R_5tRG3KU2LDT66KB,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat disagree,Somewhat agree,Neither comfortable nor uncomfortable,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 13:18:44,2023-12-25 13:20:29,IP Address,105.112.29.205,100,105,True,2023-12-25 13:20:30,R_7Hqoubb9iEQAwqK,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Unemployed,Daily,A moderate amount,Somewhat inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-25 13:21:10,2023-12-25 13:25:54,IP Address,105.112.29.205,100,284,True,2023-12-25 13:25:54,R_3FfbB4xIfL9aKIm,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Student,Daily,A little,Somewhat adequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 13:39:12,2023-12-25 13:41:29,IP Address,105.112.29.205,100,136,True,2023-12-25 13:41:30,R_4MaqOuW1DARGSny,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,No formal education,Employed Part-Time,Daily,A little,Somewhat adequate,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 13:41:59,2023-12-25 13:45:43,IP Address,105.112.29.205,100,223,True,2023-12-25 13:45:43,R_7vYJ4TcQsavLiZX,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,A little,Neither adequate nor inadequate,Strongly agree,Neither agree nor disagree,Strongly agree,Neither comfortable nor uncomfortable,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 13:47:02,2023-12-25 13:50:30,IP Address,105.112.29.205,100,207,True,2023-12-25 13:50:30,R_2wG9IfbCtZDe2k1,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",55-64,Female,Bachelor's Degree,Retired,Rarely,A lot,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither comfortable nor uncomfortable,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 13:51:23,2023-12-25 13:54:41,IP Address,105.112.29.205,100,198,True,2023-12-25 13:54:42,R_2Ii2QrhhyE1uaoQ,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,No formal education,Employed Part-Time,Daily,A little,Somewhat adequate,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree
2023-12-25 13:55:07,2023-12-25 13:59:15,IP Address,105.112.29.205,100,247,True,2023-12-25 13:59:16,R_6rlbUvIUFiQYQOF,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,High School Graduate,Unemployed,Daily,A little,Somewhat inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat uncomfortable,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree
2023-12-25 14:00:29,2023-12-25 14:05:41,IP Address,105.112.29.205,100,311,True,2023-12-25 14:05:41,R_40p9zREuqaw2nbu,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Unemployed,Daily,None at all,Extremely adequate,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat comfortable,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 14:05:53,2023-12-25 14:07:54,IP Address,105.112.29.205,100,120,True,2023-12-25 14:07:54,R_291XxuBghqOoMKZ,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Student,Daily,None at all,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat comfortable,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 14:08:03,2023-12-25 14:11:51,IP Address,105.112.29.205,100,228,True,2023-12-25 14:11:52,R_4T66Va4e7WRqQvL,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some High School,Student,Daily,None at all,Extremely adequate,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-12-25 14:12:01,2023-12-25 14:13:48,IP Address,105.112.29.205,100,106,True,2023-12-25 14:13:48,R_1S6lGzOWR7My3JH,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Student,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree
2023-12-24 21:31:58,2023-12-25 14:45:44,IP Address,102.91.4.78,100,62026,True,2023-12-25 14:45:45,R_7oEG0iSTfZFUr24,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Part-Time,Daily,A moderate amount,Extremely adequate,Somewhat agree,Strongly agree,Strongly agree,Somewhat comfortable,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
2023-12-25 14:46:17,2023-12-25 14:50:45,IP Address,197.210.70.219,100,267,True,2023-12-25 14:50:45,R_8fwpu2LiPiFEz40,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",55-64,Male,Some College,Retired,Rarely,A moderate amount,Somewhat adequate,Strongly agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree
2023-12-25 19:24:52,2023-12-25 19:28:34,IP Address,102.91.49.93,100,222,True,2023-12-25 19:28:35,R_6f8QDmw8WBeYA4u,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat comfortable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
2023-12-25 19:28:59,2023-12-25 19:33:45,IP Address,102.91.46.108,100,286,True,2023-12-25 19:33:46,R_1LnvFtwy2fBh4xb,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Female,Master's Degree,Employed Full-Time,Daily,A great deal,Somewhat adequate,Strongly agree,Strongly agree,Strongly disagree,Extremely comfortable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
2023-12-25 19:36:27,2023-12-25 19:47:48,IP Address,102.91.48.19,100,680,True,2023-12-25 19:47:48,R_1z6du1zgc737OxI,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",45-54,Male,Bachelor's Degree,Employed Full-Time,,A lot,Extremely adequate,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat uncomfortable,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 19:48:24,2023-12-25 20:04:21,IP Address,102.91.48.7,100,957,True,2023-12-25 20:04:21,R_1PbVWXn8aCCya8s,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,High School Graduate,Student,Daily,A little,Extremely adequate,Somewhat disagree,Strongly agree,Somewhat agree,Extremely comfortable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
2023-12-25 20:04:37,2023-12-25 20:07:10,IP Address,102.91.48.7,100,153,True,2023-12-25 20:07:11,R_3iIl444JfE1NroT,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Bachelor's Degree,Unemployed,Daily,A little,Somewhat inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 20:07:26,2023-12-25 20:12:01,IP Address,102.91.48.7,100,275,True,2023-12-25 20:12:02,R_61P5XL4ORMt3Qjv,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Part-Time,Daily,A little,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 20:12:17,2023-12-25 20:16:07,IP Address,102.91.49.93,100,230,True,2023-12-25 20:16:08,R_5GkUZhwUGbKNbqq,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,A little,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree
2023-12-25 20:16:29,2023-12-25 20:17:44,IP Address,197.210.76.226,100,75,True,2023-12-25 20:17:45,R_4zz0FmnYkMKhhwB,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,None at all,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat comfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
2023-12-25 20:21:05,2023-12-25 20:23:36,IP Address,197.210.77.132,100,151,True,2023-12-25 20:23:37,R_7rpk0uGCVnyoXpT,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Some College,Unemployed,Daily,A moderate amount,Somewhat adequate,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 20:23:50,2023-12-25 20:27:57,IP Address,102.91.48.97,100,247,True,2023-12-25 20:27:58,R_37BsHdR6ssVcUnW,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,A little,Somewhat inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-25 20:28:12,2023-12-25 20:33:02,IP Address,197.210.53.253,100,289,True,2023-12-25 20:33:02,R_7gCI1cVZjdfp4JP,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Unemployed,Daily,A little,Somewhat inadequate,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-12-25 20:34:34,2023-12-25 20:39:17,IP Address,197.210.76.37,100,282,True,2023-12-25 20:39:17,R_6QnDioAawtYiDzy,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,No formal education,Employed Full-Time,Weekly,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat comfortable,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 20:39:45,2023-12-25 20:43:16,IP Address,197.210.52.123,100,211,True,2023-12-25 20:43:17,R_80YrFfNqGkTalS6,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Bachelor's Degree,Unemployed,Daily,A little,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
2023-12-25 20:44:24,2023-12-25 20:46:46,IP Address,197.210.53.58,100,141,True,2023-12-25 20:46:46,R_7oGDUSS0YdbfChv,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Unemployed,Weekly,A little,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-25 20:46:58,2023-12-25 20:48:58,IP Address,197.210.53.58,100,119,True,2023-12-25 20:48:58,R_2HqOC6MjQCOuLGO,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,No formal education,Employed Part-Time,Weekly,A little,Neither adequate nor inadequate,Strongly agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree
2023-12-25 20:49:12,2023-12-25 20:52:38,IP Address,197.210.77.218,100,206,True,2023-12-25 20:52:38,R_32cltw6Vm7bY4ug,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,A little,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-25 20:53:08,2023-12-25 21:14:51,IP Address,102.91.46.52,100,1302,True,2023-12-25 21:14:52,R_3oZrT0WCOI2q6fg,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Some College,Student,Daily,None at all,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-25 21:15:28,2023-12-25 21:19:16,IP Address,102.91.46.52,100,227,True,2023-12-25 21:19:16,R_6AYAeW0UuqVS1IS,,,,,12.996,7.6049,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,Bachelor's Degree,Student,Daily,A little,Neither adequate nor inadequate,Somewhat disagree,Somewhat agree,Strongly agree,Extremely comfortable,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-12-24 21:12:23,2023-12-26 10:27:27,IP Address,105.113.17.255,100,134103,True,2023-12-26 10:27:27,R_8RpgVvCl9dyjzX3,,,,,7.3782,3.9062,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Bachelor's Degree,Unemployed,Daily,A great deal,Extremely inadequate,Strongly agree,Somewhat agree,Strongly disagree,Extremely uncomfortable,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree
2023-12-26 10:27:29,2023-12-26 10:29:29,IP Address,105.113.17.62,100,119,True,2023-12-26 10:29:30,R_6tUVmXE6QjXRCdr,,,,,7.3782,3.9062,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,No formal education,Employed Full-Time,Daily,None at all,Somewhat adequate,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
